2401|凌陽|半導體|49.74|7.83|5.33|47.61|11.45|16.85|-0.02|0.35|0.37|255.00|0|25.5
2402|毅嘉|電子零組件|12.82|2.87|0.73|14.18|5.64|3.69|0.07|0.47|0.4|32.81|2.0|54.8
2404|漢唐|其他電子業|23.32|19.57|15.22|23.64|19.96|14.44|16.31|36.21|19.9|16.97|40|1125
2408|南亞科|半導體業|67.89|61.34|53.09|79.48|73.68|60.79|8.41|24.61|16.2|19.87|1.35|512
2409|友達|光電業|11.85|-0.92|-1.51|13.05|0.31|2.99|-0.15|0.03|0.18|106.67|0.4|25.6
2412|中華電|通信網路業|37.92|21.85|17.68|37.54|21.62|18.37|1.3|2.68|1.38|26.52|5.2|136.5
2421|建準|電子工業|31.66|15.71|12.93|31.25|15.43|12.74|2.36|4.78|2.42|15.32|5.24|125.5
2426|鼎元|光電|19.63|3.07|3.05|22.49|8.04|9.61|0.06|0.28|0.22|822.00|0.1|82.2
2428|興勤|電子零組件|33.97|19.90|13.85|37.52|24.73|25.38|2.21|7.55|5.34|18.02|5.9|276.5
2439|美律|通訊網路|11.83|1.88|3.51|9.98|0.03|2.42|1.03|1.53|0.5|15.05|4.084|82.5
2441|超豐|半導體業|23.63|19.56|16.9|24.25|20.5|16.93|1.40|2.98|1.57|20.83|3.01|112.5
2449|京元電子|半導體業|39.74|27.2|22.43|39.49|25.38|22.37|1.87|3.91|2.04|32.37|1|247
2451|創見|半導體業|76.39|71.8|59.6|77.03|75.08|63.24|18.93|46.66|27.73|5.09|11.78|284.5
2454|聯發科|半導體業|46.3|15.35|16.34|46.2|15.04|16.16|15.17|30.47|15.3|69.53|53.5|4210
2455|全新|通信網路業|38.09|23.63|20.34|38.61|23.18|22.12|1.06|2.21|1.15|99.51|2.62|364
2458|義隆|半導體業|47.63|24.15|20.96|47.4|21.7|27.4|2.46|5.53|3.07|13.06|8.851|140.5
2464|盟立|其他電子業|18.67|2.24|2.65||||0.24|0.66|0.42|505.26|0.5|174.5
2466|冠西電|光電|7.19|-32.41|3.29|29.77|1.25|1.44|0.03|0.05|0.02|66.24||104
2467|志聖|電子工業|49.47|24.37|21.33|48.76|27.43|24.03|3.06|7.3|4.24|53.39|5.5|535
2472|立隆電|電子工業|30.01|18.68|13.53|31.55|21.72|15.28|1.60|3.99|2.39|22.20|3.5|376
2474|可成|其他電子業|28.8|6.45|40.69|28.87|1.78|52.61|2.63|5.05|2.42|13.61|7.11|204.5
2476|鉅祥|電子零組件|29.92|17.83|17.58|31.55|20.58|22.76|1.14|2.98|1.84|18.78|2.97|121.82
2478|大毅|電子工業|25.01|13.10|11.45||||1.14|2.91|1.77|24.79|2|225.5
2480|敦陽科|資訊服務業|23.46|12.41|11.55|22.33|11.81|9.87|2.63|4.91|2.28|18.09|7.8|160
2481|強茂|半導體業|32.74|6.50|9.04||||0.75|2.03|1.28|37.00|1.8|133
2486|一詮|光電業|21.05|6.99|3.81||||0.29|0.91|0.62|214.66|0.25|276.5
2489|瑞軒|光電業|8.69|1.07|1.64|7.58|0.54|2.46|0.15|0.44|0.29|25.65|1.2|35.65
2492|華新科|電子工業|18.3|7.54|10.35|20.29|10.27|15.9|1.69|4.77|3.08|33.99|2.5|302.5
2493|揚博|電子工業|29.19|17.97|17.01||||1.26|2.67|1.41|33.27|4.00|265
2498|宏達電|通信網路業|41.70|-86.23|-37.03||||-0.29|-0.62|-0.33|15.64|0.5|40.95
2501|國建|建材營造|24.15|17.44|14.5|28.06|11.02|9.1|1.21|1.43|0.22|8.07|1.2|23.15
2504|國產|建材營造|26.62|21.85|16.94|24.9|19.85|18.07|0.7|1.47|0.77|9.81|2.6|31.3
2515|中工|營建|8.72|4.95|3.67||||0.16|||25.00|0|12
2520|冠德|營建|23.48|13.54|9.00|27.81|||0.52|1.87|1.35|10.85|1.62|36.8
2530|大華建設|營建業|19.68|-2.09|-17.55||||-0.04|||29.47||19.9
2535|達欣工|營建|14.30|10.61|10.45||||2.88|6.32|3.44|8.91|4.6|91.6
2539|櫻花建|建材營造|45.36|40.49|32.9|44.63|40.64|32.99|0.68|2.35|1.67|9.81|0.6|41.3
2540|愛山林|建材營造|16.66|0.97|-0.66|20.18|3.99|1.3|-0.01|0.01|0.02||0.62|45.5
2542|興富發|建材營造|30.11|24.17|19.89|31.85|25.32|22.23|1.15|2.5|1.35|10.69|4|46.2
2543|皇昌|營建|13.32|9.02|6.76||||0.37|1.35|0.98|13.37|1.03|38.95
2545|皇翔|營建|16.86|5.71|-0.23||||-0.01|2.04|2.05|36.53|2.8|34.7
2548|華固|建材營造|26.00|20.69|17.29||||2.28|||7.81|8|105.5
2597|潤弘|建材營造|17.70|13.49|11.12||||2.38|5.08|2.70|14.45|9.67|169.5
2603|長榮|航運業|15.47|10.34|10.05|22.81|18.41|15.54|3.84|11.06|7.22|8.68|16|219
2605|新興|航運|42.65|35.32|28.34||||0.66|3.67|3.01|7.47|1|37.8
2606|裕民|航運業|31.97|25.39|25.37|35.37|31.06|39.42|1.17|3.51|2.34|10.71|2.80|72.6
2607|榮運|航運|21.77|11.73|14.06|20.17|12.11|17.64|1.04|2.68|1.64|10.46|2.70|49.6
2609|陽明|航運業|7.3|1.94|3.87|17.54|12.37|12.67|0.41|2|1.59|11.62|2|51.6
2610|華航|航運業|20.6|11.29|10.26|11.14|4.17|2.9|0.85|1.08|0.23|9.21|0.81|19.9
2615|萬海|航運業|22.76|17.32|22.82|30.38|25.96|26.91|2.73|6.83|4.1|6.22|3|90.6
2618|長榮航|航運業|26.22|18.64|14.65|14.13|8.44|6.42|1.53|2.28|0.75|8.4|2|39.9
2633|台灣高鐵|航運業|46.85|43.23|15.1|41.4|37.11|11.9|0.37|0.66|0.29|21.23|1.15|25.9
2634|漢翔|航運業|7.8|3.6|3.4|19.0|15.2|10.5|0.28|1.30|1.02|33.48|0.78|68.3
2637|慧洋-KY|航運業|28.68|27.6|27.55|39.17|38.04|34.86|1.6|4.09|2.49|11.35|3.50|76.1
2645|長榮航太|航運業|27.54|23.83|20.37|21.32|17.04|14.43|2.58|4.59|2.01|25.51|5|200
2646|星宇航空|航運業|20.17|9.87|6.61|3.8|-5.69|-8.49|0.3|-0.11|-0.41|||20.4
2704|國賓|觀光事業|29.89|3.11|15.54|30.29|2.97|169.18|0.16|1.67|1.51|17.48|0.5|46.5
